product_id,sell_price_paise,source,as_of
CRTECN2QXZ9ETCGB,159900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTE7U6W4DWSWGZ6,199000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CTTEH9FX5D9BYFYR,44800,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TRODSPHZRHJQH6S9,35100,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
LJGE4VAVHAEBKRGV,39700,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAEBXRBXYDKYPKB,19000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHOEHYEXVYZRGMGJ,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
AVCEGCGPZF3ANNUZ,56300,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGE2FAFYTYTZXZX,3920600,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCEAVZ3S7F84G4P,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
STIE88KN9ZDSGZKY,99900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTEAUZ9YQVZXVHV,34900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAE4CNHFDPU2KHC,32000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PBXE5ZJZZAPAJMKW,24900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRTEB774SG3R4RPP,175000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
WATEEAFSGWYG2NBH,65100,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCDZHF7J4GGHHSG,33900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE8839JAR2FYDP,32500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
LJGE8GG2TDDATASC,45900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SRTEGWKJHSWWTCYG,64900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PELEGNSQYKKHT2ZH,499900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CAGEBTGEZYMKVZQV,35000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SWTEDMVMMFVPR5GR,191600,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
JEAECSSZNZH9DTGP,89900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
JEAEA26BDKC9YRC8,153900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TOPEDYHYEY5JAKCY,82900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHEB96CXEUHVVT7,125900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTDVHKQPDCXMJJ5,40400,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
JWSE6AQUKTEDZ9HT,149900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CPCEDGGNCV7AV7SX,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE9CK22DFH4GFA,69900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TOPEGVHJECVFBRMF,69900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
KRTEEAHQXHSP62KZ,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE4SBYZZG2GKDA,55000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NRSEE5UKVAGREFAJ,69500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGE8TZ6ZN8MGXNG,3047500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
STIEYZ5SZJAHPWNX,79900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAE3P8YB385MSKN,14900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
MUGEBFGY3HVWBKY4,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SUDEHYGUFAGB4NYH,35800,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
HATEHCHJJZBFFAZG,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCDXQQGRWYGJCKS,89900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
DREEHF93FUPCCPZP,81600,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PPME8GJ4GQUJNDDE,12500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
LACEGF4VSSWHCWTY,32900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCECQYZ7T7ZBHGW,31500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
DRPEHYHMKTQZZCR2,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE49ATTPYAPNWB,34900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCEFFFPGEJSTBJP,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CAGE6FYKQHFNZZ4K,27700,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTECG6J69DKZD2K,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCEGH6RPWY9DHAB,45400,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE9CK2HZBMRAGW,35000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
USGEE27EHJBEYVVA,19000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE9CK2TZBUQGHV,35000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAEGJFXVYH38FPM,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
KRTEB48YQ2KV6CZE,42500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHOE92GFEZBFEDED,99900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RTRDGGQ754BDWH7U,174900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE7MMGJSVN3J2W,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHEBSF9NBDWJXZW,79900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAEDTP7YHBYWYG5,28900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHOEAPT3RUN6RAJ2,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
JCKEDMQ7RTWDZCTB,200000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
HFCEGNHHRG5UUDJF,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAEE897P2A9PBX6,50000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE9AZMRYXZFKP7,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCDQRVC3FT9QWAU,35000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TROEGZ65YHBQKG9T,59900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SNDEYGA9HSZUGZWK,179000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCEAUABQHWNS53W,42500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TOPE4VR5DXAHVAG8,59100,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CSPE9BQ5UEGGKQBM,39400,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCECZPZ8WCCFGRV,30000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CAGE68FFCRAZPTHC,35000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PYJEG25JXPNJBDYW,107500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGE7GVY35ZPA8QX,3072400,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SNDE7DZGGD2JVRBN,34900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BLAEEJFZ5KA42ZS3,149900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SOFEDVYZFMZPJ3V6,3670000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAE75HAMG45WNGF,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
FABE9TBFVQPF9HNZ,37900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCEJZQHJA4TMYWT,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PCSECPMGZFHCDKWJ,124900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BCHEGARUNJCHGFRH,49000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE7H2EF53YKKUT,35000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAE92YWHVVAGPFC,64900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BKPEHTGBH5GGWENP,149900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BCHEF5MAVC8GEXTA,54700,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
VLBEGZ7SBMDMYTXZ,24400,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SBEEH3QGU7MFYJFY,2264600,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRTECN2QTCW9VDKR,159900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGE9B79AGXBZW2F,47500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHOE8RKJAZ622YCE,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHEAKUGVBKWURFZ,65900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
JEAE7MP3UGHNPWND,249900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTEDGMEPN22EPHY,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAEBADVXZ2HFJC8,55000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHOE632JZBF4EF2H,180000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRNEE84J7C2RSDFP,133200,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE96SXDZKCXRVU,25000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE9RCW6ECJXWZW,20000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
POSEH89G4KTUFHC7,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SNDEGG8AM4XNVJUG,64900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAE3TSHYHHD8ZK5,12900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAEGJFX4ZCMZHH6,26900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CLTEHE9FDPYN5TQ3,129900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BLAEEJGJHFZPF2Y2,149900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BLAEAWAATUTTZFNK,406900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHDVN8WUH2GDYWG,67800,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE7MBRTAZB2DB5,32000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE7733QEWAFJRU,79900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BLAEEJGJ6T2NHJRK,149900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TOPE99DTCKGQKZDH,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE5WSJTFZWUWBV,15000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
DREEGZ4CUZH5CATV,131900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTEBFDATZQGEAKG,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
JWSE8GXKATFTFW3S,77500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTEGQ6KGERZXKHG,89900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RCLEYW4PV3EGPEWA,18900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PBXEC8ASYZ7YS7EZ,18500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRTECN2QSNACRXJZ,159900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE6KGHUMC3DZNK,47900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SOFEDVYZPCRAFKEQ,5330000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SFFEHW2M3MDMQQGD,24900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE44QJ9ZN7V7AT,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BTWDZHJGZHKPHDSG,68000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCED6EXXSFZGQP8,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ETHEG2HDPSCSTPEB,85000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
IRBEJURJN28BV5UT,158000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
WATEYG9YBGAFF7BA,79900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRNEDX7NPUEWFFAG,97300,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTEFFFNJMNHJSHN,85000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
HMBEGFGEFZJYF8JQ,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCDXB99PB5Z6E8H,189500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGE7GVYVUZTYDQN,1816000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTE6FWQKBCFYAGX,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
HMBEGHDYHZKJKKYH,20900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCEJSKZZGRHRGQH,23000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCDZJB8WUWBH49M,30800,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
WATE6HFX3RF49ZH4,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAECSZGZZUWXVUN,87500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCEGDYPYDBWH3U8,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAECKXFW889ZMS6,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
STIE7KFKTNEWZQFZ,72000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRTECN2QVJBRMHRN,159900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PBXE547H7YBMSFAE,14900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
USGEE4CAYEJWVAF5,48900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SMTEHQYVGJ9QDJSP,106900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCE9Y6PKB4BHTPY,59900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
HACEGGERPZDHNCFS,45000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
KTAEBYZGVEMAPZUB,85900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTEJJ5GKGNGEWAB,34900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTECK8AGSFEMA6E,89900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
GUAEHKC4H4F6UARA,165000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
KRTEBD5MYUWZ5WF5,43900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE5TFVHZDZTAYH,32000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CSPE7MZDXTGHMJHR,90300,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PBXED54BJJPTNNMH,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BTWE6PXJC3PPBVAW,79900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE5EGSHNVFUBFT,34900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCEBUEKVFFUX2DE,149900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PELEGPF7C9YZFKDM,38800,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TSHE9GATGVKSBGFB,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SAREJHNQXH2Y7GWV,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTEAJ5ZRY4QEJ6G,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAEDWFWYRESJHMA,25000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTECV69KMGUCXM7,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BALDK98MRHJZPHGZ,79900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
JEAEH2G7HJ2FZEQE,168400,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
JEAECN2QQX3JE2KS,389900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PTGEGUPKRM4ARQFJ,2551000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ERGEY7SABUMYKSUU,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCEB98T6AZZCH8H,24900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
JWSDZFFRCYKJHBY3,65000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRTECN2QTBFPEZWQ,135000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHIEHGXHM6VBHTUR,215100,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCE9Y6MMCPATM3H,59900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TIEEE2YSK3FAQ5ZF,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAEAHNGV3FHXJVC,34900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TOPE8YMASZEUXPRY,89900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAE7F9CHZYTSS2D,38900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAED6G6TVPF94CV,41000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
VLBEHHW6ZWDUZNAJ,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCECC6EY68FVVNF,34900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
DREEGZ5CVEHJPDT9,111900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRTECN2QUZD9W38N,92000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE9ZPVFDNM6HCR,28500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
WATDJYPXZMUSCBJN,99900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAE9ZGY3DNEFUQX,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHTEBGHFY3HAETFD,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAEDSKCYE7BNKZ4,17600,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACBECFGTZE2QDGR5,75600,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCEGYCGPKC3MNY3,22000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RNGEFKMJTC8N3GGR,2751800,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PCSEC86VAFUTHBPX,51500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAECKHYJ8HGVGHG,30000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCEBHGAHNETNHPA,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAEDZA3NRVADE2H,24900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
JEAEHGTNHNZQDPSK,159900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAEBB6TT8GKVG8A,32000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCDU4RZUQT8SNWM,49500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHOEBYWSZ4ZRNQPU,44900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE6NHRG8RFBZED,31500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE6FYZQCDZZMXA,41000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PELEYC9ZGYWMYQXQ,225000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE4VA4EDK86BCN,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
TIEEEBN6ATMHFU2E,45100,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAEEEZKVPZYTGBW,99900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAEDH6PP3XMBGB3,42900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCEYTXCGP4W36VY,17500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
LJGEHWCZAHHC6GME,79900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
LJGE9UG5ARF29YE9,69900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
KRTE89S7ZX7GUEGT,39900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SKIECKU3FPTX2M5Z,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE49ATDNH39ZYR,34900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
LCHEGYVSEQPSANHT,79900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
USGEDNR8U6ZAETKA,64900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCE2SXDBTYNYYQ3,19900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CNDECQTUZGSAH2DH,72500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHOE3URGYEVZ55GD,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAEB44W3EZMTFTF,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
MSKEGUQETUG66GYC,34900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SFFE7BG5FK8KG25T,24900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRHEDG33DZHYZGZG,49500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SNDE6HZFUPMKTCA7,190000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BAREGAHW4DESS2FS,196200,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
LBXEH7F6HRBJWXZ8,15000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE2F5HKUY2555B,48400,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRTECN2QYN3ZN75Z,159900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCEA4CABYCVWBCZ,59900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHOEF9G8GXBDSEUG,129900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RTRDET9AQR7EMM2G,199900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
RTRDNGVMW9BGYHPH,103000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SFFEGGJYFJWAV4HV,24900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAE8M4X9GA77PAD,50000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PBXEDCSE8CHTATYY,24900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
WATDP5NHXYENPWQW,57500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SOFEE2TZENKKKYY7,2249900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CAGE6GQC6UYAGC5C,32500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
MUGE8F5RDEYMH4YH,17500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
FABE9335WGYU76AQ,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAE6FZPPGFFGCGH,25900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
WATEHVHJMDH9ME88,44900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
PTGEGUZHKTTY5BKJ,2178000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BBAECBJ7G3YVDDZR,30000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
JEAEGMZZM2NAYHV6,67000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHIE2FH7YTVDHFGT,59500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAE3TSHYTS4FCU4,7900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CGPEGQYHCJABVGHZ,29900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
SHIEEF68UNZZDGZV,378000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
ACCE6BHRE3QKFRJJ,49900,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
NKCE3HVUZFME6PYN,25500,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
CRTEB774ZFD3FGHQ,225000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
BRAEDQF7KGNJ2EEW,32000,erp:price_confirmation_sim_2026-09,2026-09-01T09:00:00+00:00
